purchase_id,customer_id,product_id,purchase_date,quantity,total_amount,channel
136,CUST_0015,6,2025-12-20,2,4.0,Catalog
137,CUST_0016,1,2026-01-21,1,84.0,Web
138,CUST_0016,2,2026-01-12,8,5.0,Store
139,CUST_0016,3,2026-01-23,1,38.0,Web
140,CUST_0016,4,2026-01-23,6,150.0,Web
141,CUST_0016,5,2026-01-06,8,12.0,Web
142,CUST_0016,6,2026-01-10,2,28.0,Web
143,CUST_0017,1,2025-12-27,3,65.79,Catalog
144,CUST_0017,1,2026-01-01,4,76.36,Web
145,CUST_0017,1,2025-12-08,1,69.36,Catalog
146,CUST_0017,1,2025-11-27,3,66.51,Web
147,CUST_0017,1,2025-12-14,1,68.2,Catalog
148,CUST_0017,1,2026-01-15,4,104.95,Catalog
149,CUST_0017,1,2025-12-29,2,101.63,Catalog
150,CUST_0017,1,2025-10-28,2,99.68,Catalog
151,CUST_0017,1,2026-01-21,4,89.69,Store
152,CUST_0017,1,2025-12-07,1,95.73,Web
153,CUST_0017,1,2025-12-31,2,65.18,Store
154,CUST_0017,1,2025-11-07,2,60.63,Web
155,CUST_0017,2,2025-11-11,7,80.0,Web
156,CUST_0017,3,2025-12-24,3,102.43,Store
157,CUST_0017,3,2025-11-14,3,61.62,Web
158,CUST_0017,3,2025-11-25,4,94.31,Catalog
159,CUST_0017,3,2025-12-15,4,83.32,Store
160,CUST_0017,3,2025-10-26,1,69.07,Web
161,CUST_0017,3,2025-11-28,4,76.51,Catalog
162,CUST_0017,5,2025-12-18,5,16.0,Web
163,CUST_0017,6,2026-01-18,3,100.42,Store
164,CUST_0017,6,2025-12-26,3,75.25,Catalog
165,CUST_0018,1,2026-01-09,2,4.0,Web
166,CUST_0018,2,2025-12-29,5,17.0,Catalog
167,CUST_0018,3,2025-11-14,3,19.0,Web
168,CUST_0018,4,2025-12-28,3,30.0,Web
169,CUST_0018,5,2025-11-11,1,24.0,Catalog
170,CUST_0018,6,2026-01-07,2,39.0,Store
171,CUST_0019,1,2026-01-20,2,86.0,Store
172,CUST_0019,2,2025-12-15,5,2.0,Catalog
173,CUST_0019,3,2026-01-15,1,73.0,Store
174,CUST_0019,4,2025-12-21,9,69.0,Catalog
175,CUST_0019,5,2025-12-29,8,38.0,Web
176,CUST_0019,6,2025-12-22,4,48.0,Catalog
177,CUST_0020,1,2026-01-02,3,1.0,Store
178,CUST_0020,2,2026-01-02,3,1.0,Web
179,CUST_0020,3,2026-01-08,3,79.04,Web
180,CUST_0020,3,2026-01-01,2,92.74,Store
181,CUST_0020,3,2025-12-29,2,61.89,Web
182,CUST_0020,3,2026-01-17,4,59.71,Store
183,CUST_0020,3,2025-12-14,2,86.87,Web
184,CUST_0020,3,2025-12-25,4,106.01,Store
185,CUST_0020,3,2025-12-30,1,72.62,Catalog
186,CUST_0020,3,2026-01-24,1,90.07,Store
187,CUST_0020,3,2026-01-24,1,102.87,Web
188,CUST_0020,3,2026-01-24,1,69.68,Store
189,CUST_0020,3,2026-01-24,3,78.94,Store
190,CUST_0020,3,2026-01-13,2,87.41,Store
191,CUST_0020,3,2025-12-22,3,94.44,Catalog
192,CUST_0020,3,2026-01-04,3,101.16,Web
193,CUST_0020,3,2026-01-24,2,81.91,Catalog
194,CUST_0020,3,2026-01-02,3,92.41,Web
195,CUST_0020,3,2026-01-07,3,95.55,Store
196,CUST_0020,3,2025-12-15,1,72.79,Store
197,CUST_0020,3,2026-01-13,4,59.3,Web
198,CUST_0020,3,2026-01-08,3,106.54,Store
199,CUST_0020,3,2025-12-18,1,72.68,Store
200,CUST_0020,4,2026-01-10,4,1.0,Store
201,CUST_0020,5,2026-01-15,8,1.0,Web
202,CUST_0020,6,2026-01-10,1,1.0,Web
203,CUST_0021,1,2025-12-10,2,75.51,Store
204,CUST_0021,1,2026-01-14,2,102.81,Catalog
205,CUST_0021,1,2026-01-03,2,109.0,Store
206,CUST_0021,1,2025-12-05,1,102.43,Web
207,CUST_0021,1,2026-01-03,3,78.53,Web
208,CUST_0021,1,2026-01-15,1,89.94,Web
209,CUST_0021,1,2025-12-06,2,103.42,Web
210,CUST_0021,1,2025-11-28,1,78.86,Store
211,CUST_0021,1,2025-12-22,4,84.19,Store
212,CUST_0021,1,2026-01-16,3,61.33,Catalog
213,CUST_0021,3,2026-01-13,2,86.0,Catalog
214,CUST_0021,6,2026-01-07,1,19.0,Catalog
215,CUST_0022,1,2025-04-10,3,114.84,Web
216,CUST_0022,1,2025-08-13,3,98.57,Web
217,CUST_0022,1,2025-08-10,2,90.85,Web
218,CUST_0022,1,2025-12-07,1,115.47,Store
219,CUST_0022,3,2025-07-22,4,102.0,Catalog
220,CUST_0022,4,2026-01-10,7,21.0,Store
221,CUST_0022,5,2025-11-06,7,32.0,Catalog
222,CUST_0022,6,2025-11-18,2,5.0,Store
223,CUST_0023,1,2026-01-16,4,87.59,Catalog
224,CUST_0023,1,2025-12-12,2,84.43,Store
225,CUST_0023,1,2026-01-16,2,73.64,Web
226,CUST_0023,2,2025-11-30,2,3.0,Web
227,CUST_0023,3,2026-01-08,4,27.0,Catalog
228,CUST_0023,4,2025-12-17,6,39.0,Store
229,CUST_0023,5,2026-01-23,8,6.0,Web
230,CUST_0023,6,2025-11-29,4,99.0,Web
231,CUST_0024,1,2025-12-08,1,6.0,Store
232,CUST_0024,2,2025-11-13,5,4.0,Store
233,CUST_0024,3,2025-11-22,1,25.0,Store
234,CUST_0024,4,2025-12-20,5,15.0,Web
235,CUST_0024,5,2026-01-10,5,12.0,Catalog
236,CUST_0024,6,2025-11-05,4,13.0,Catalog
237,CUST_0025,1,2026-01-24,3,68.94,Catalog
238,CUST_0025,1,2026-01-23,4,93.56,Web
239,CUST_0025,2,2026-01-23,4,4.0,Catalog
240,CUST_0025,3,2026-01-21,1,30.0,Web
241,CUST_0025,4,2026-01-24,5,3.0,Web
242,CUST_0025,5,2026-01-22,4,6.0,Catalog
243,CUST_0025,6,2026-01-24,3,41.0,Store
244,CUST_0026,1,2026-01-05,1,36.0,Web
245,CUST_0026,2,2026-01-04,5,2.0,Store
246,CUST_0026,3,2026-01-14,2,42.0,Store
247,CUST_0026,4,2025-12-31,1,20.0,Store
248,CUST_0026,5,2026-01-18,2,21.0,Store
249,CUST_0026,6,2025-12-30,4,10.0,Catalog
250,CUST_0027,1,2026-01-21,2,61.86,Catalog
251,CUST_0027,1,2025-12-19,2,66.43,Web
252,CUST_0027,1,2025-11-14,3,84.28,Web
253,CUST_0027,1,2025-11-20,2,103.95,Web
254,CUST_0027,1,2025-10-25,1,91.36,Catalog
255,CUST_0027,1,2025-10-28,3,96.19,Store
256,CUST_0027,1,2025-11-15,1,111.14,Web
257,CUST_0027,1,2025-11-13,3,70.64,Web
258,CUST_0027,2,2025-11-11,2,100.0,Web
259,CUST_0027,3,2026-01-11,3,96.76,Web
260,CUST_0027,3,2025-12-25,3,100.1,Catalog
261,CUST_0027,3,2025-10-23,2,60.76,Catalog
262,CUST_0027,3,2026-01-24,1,74.56,Store
263,CUST_0027,3,2025-12-07,2,80.68,Web
264,CUST_0027,3,2025-12-19,4,98.05,Store
265,CUST_0027,3,2025-11-13,1,93.17,Web
266,CUST_0027,3,2026-01-23,2,100.74,Catalog
267,CUST_0027,3,2025-11-09,1,67.02,Store
268,CUST_0027,3,2026-01-02,2,80.97,Web
269,CUST_0027,4,2025-12-16,6,21.0,Store
270,CUST_0027,5,2025-12-01,7,66.0,Catalog
271,CUST_0028,1,2026-01-24,2,8.0,Store
272,CUST_0028,2,2026-01-03,5,4.0,Store
273,CUST_0028,3,2025-12-30,3,10.0,Web
274,CUST_0028,4,2026-01-23,1,2.0,Web
275,CUST_0028,5,2026-01-16,2,2.0,Catalog
276,CUST_0028,6,2026-01-16,1,4.0,Store
277,CUST_0029,1,2026-01-01,1,112.0,Web
278,CUST_0029,2,2025-12-04,9,17.0,Store
279,CUST_0029,3,2025-12-15,4,44.0,Catalog
280,CUST_0029,4,2025-12-24,9,34.0,Store
281,CUST_0029,5,2026-01-20,9,22.0,Store
282,CUST_0029,6,2026-01-06,4,89.0,Web
283,CUST_0030,1,2026-01-07,2,110.0,Catalog
284,CUST_0030,3,2025-12-26,1,5.0,Web
285,CUST_0030,4,2026-01-19,4,2.0,Store
286,CUST_0030,6,2025-12-30,3,3.0,Store
287,CUST_0031,1,2026-01-21,2,96.0,Store
288,CUST_0031,2,2026-01-22,3,12.0,Web
289,CUST_0031,3,2026-01-24,2,96.0,Catalog
290,CUST_0031,4,2026-01-17,1,33.0,Catalog
291,CUST_0031,5,2026-01-20,9,22.0,Store
292,CUST_0031,6,2026-01-24,1,43.0,Catalog
293,CUST_0032,1,2026-01-22,4,101.46,Catalog
294,CUST_0032,1,2026-01-21,1,61.25,Store
295,CUST_0032,1,2026-01-23,2,59.69,Catalog
296,CUST_0032,1,2026-01-24,4,70.43,Store
297,CUST_0032,1,2026-01-23,2,74.15,Web
298,CUST_0032,1,2026-01-23,1,70.59,Web
299,CUST_0032,2,2026-01-23,2,34.0,Catalog
300,CUST_0032,3,2026-01-23,4,110.12,Store
301,CUST_0032,3,2026-01-23,1,101.37,Catalog
302,CUST_0032,3,2026-01-21,4,78.22,Store
303,CUST_0032,3,2026-01-23,1,68.49,Store
304,CUST_0032,3,2026-01-22,3,85.13,Web
305,CUST_0032,4,2026-01-22,4,119.0,Web
306,CUST_0032,5,2026-01-23,9,68.0,Catalog
307,CUST_0032,6,2026-01-22,1,22.0,Catalog
308,CUST_0033,1,2025-12-05,2,40.0,Web
309,CUST_0033,3,2025-12-26,3,19.0,Store
310,CUST_0033,4,2026-01-05,4,2.0,Web
311,CUST_0033,5,2025-12-16,8,1.0,Catalog
312,CUST_0033,6,2025-12-27,3,3.0,Store
313,CUST_0034,1,2026-01-21,2,107.8,Web
314,CUST_0034,1,2026-01-06,4,74.81,Web
315,CUST_0034,1,2026-01-04,4,89.94,Catalog
316,CUST_0034,1,2026-01-18,2,70.31,Store
317,CUST_0034,1,2026-01-19,1,71.67,Store
318,CUST_0034,1,2026-01-03,2,85.01,Web
319,CUST_0034,1,2026-01-04,2,64.84,Store
320,CUST_0034,1,2026-01-12,3,70.62,Store
321,CUST_0034,2,2025-12-25,7,17.0,Catalog
322,CUST_0034,3,2026-01-19,4,151.0,Catalog
323,CUST_0034,5,2026-01-12,3,8.0,Web
324,CUST_0034,6,2026-01-02,1,35.0,Store
325,CUST_0035,1,2025-11-14,1,6.0,Web
326,CUST_0035,2,2025-12-25,4,3.0,Catalog
327,CUST_0035,3,2025-11-15,1,14.0,Store
328,CUST_0035,4,2026-01-13,7,15.0,Web
329,CUST_0035,5,2025-11-29,7,7.0,Catalog
330,CUST_0035,6,2025-12-08,3,36.0,Catalog
331,CUST_0036,1,2025-12-11,2,55.0,Catalog
332,CUST_0036,3,2025-12-28,2,6.0,Web
333,CUST_0036,4,2025-10-25,3,2.0,Store
334,CUST_0036,6,2025-12-26,3,4.0,Web
335,CUST_0037,1,2026-01-12,4,94.81,Store
336,CUST_0037,1,2025-12-24,1,97.51,Web
337,CUST_0037,1,2026-01-13,3,106.22,Catalog
338,CUST_0037,1,2025-12-09,2,102.27,Web
339,CUST_0037,1,2026-01-22,4,92.14,Catalog
340,CUST_0037,2,2026-01-15,7,8.0,Web
341,CUST_0037,3,2025-12-09,3,95.45,Catalog
342,CUST_0037,3,2026-01-04,3,110.9,Web
343,CUST_0037,4,2025-12-03,3,77.8,Catalog
344,CUST_0037,4,2025-12-18,2,89.19,Catalog
345,CUST_0037,5,2026-01-24,5,49.0,Catalog
346,CUST_0037,6,2025-12-23,2,42.0,Web
347,CUST_0038,1,2026-01-23,4,71.13,Web
348,CUST_0038,1,2026-01-22,2,99.12,Web
349,CUST_0038,1,2026-01-22,3,106.65,Store
350,CUST_0038,1,2026-01-24,3,70.86,Web
351,CUST_0038,1,2026-01-22,2,66.36,Web
352,CUST_0038,2,2026-01-24,7,76.0,Web
353,CUST_0038,3,2026-01-22,3,74.53,Web
354,CUST_0038,3,2026-01-23,4,81.72,Catalog
355,CUST_0038,3,2026-01-22,1,100.28,Catalog
356,CUST_0038,3,2026-01-23,1,109.45,Catalog
357,CUST_0038,3,2026-01-24,3,100.47,Catalog
358,CUST_0038,3,2026-01-22,4,67.82,Store
359,CUST_0038,4,2026-01-22,1,82.0,Store
360,CUST_0038,5,2026-01-22,1,89.44,Web
361,CUST_0038,5,2026-01-22,6,114.45,Web
362,CUST_0038,6,2026-01-22,2,102.0,Catalog
363,CUST_0039,1,2025-11-10,4,13.0,Catalog
364,CUST_0039,2,2025-11-29,9,1.0,Web
365,CUST_0039,3,2025-10-29,2,29.0,Web
366,CUST_0039,4,2025-11-13,2,3.0,Web
367,CUST_0039,6,2025-11-24,4,7.0,Store
368,CUST_0040,1,2026-01-24,4,9.0,Catalog
369,CUST_0040,3,2026-01-21,3,6.0,Web
370,CUST_0040,4,2026-01-22,8,3.0,Store
371,CUST_0040,5,2026-01-23,1,1.0,Web
372,CUST_0040,6,2026-01-22,2,3.0,Catalog
373,CUST_0041,1,2026-01-23,4,3.0,Catalog
374,CUST_0041,2,2026-01-15,2,1.0,Store
375,CUST_0041,3,2026-01-19,2,10.0,Catalog
376,CUST_0041,4,2026-01-09,1,3.0,Catalog
377,CUST_0041,5,2026-01-16,2,2.0,Web
378,CUST_0041,6,2026-01-24,4,12.0,Store
379,CUST_0042,1,2025-12-31,1,123.0,Web
380,CUST_0042,2,2025-12-04,1,63.3,Catalog
381,CUST_0042,2,2026-01-10,7,93.39,Catalog
382,CUST_0042,3,2026-01-17,1,101.94,Catalog
383,CUST_0042,3,2025-11-27,2,67.61,Store
384,CUST_0042,3,2026-01-02,1,110.42,Web
385,CUST_0042,4,2026-01-19,5,87.82,Catalog
386,CUST_0042,4,2025-11-28,6,89.32,Web
387,CUST_0042,5,2025-11-21,2,30.0,Web
388,CUST_0042,6,2026-01-08,1,104.6,Catalog
389,CUST_0042,6,2025-11-23,2,76.39,Store
390,CUST_0043,1,2026-01-09,2,3.0,Store
391,CUST_0043,2,2026-01-19,5,18.0,Store
392,CUST_0043,3,2026-01-16,2,14.0,Web
393,CUST_0043,4,2026-01-01,7,15.0,Store
394,CUST_0043,5,2026-01-10,9,22.0,Web
395,CUST_0043,6,2026-01-19,3,50.0,Store
396,CUST_0044,1,2025-12-14,3,13.0,Store
397,CUST_0044,2,2025-12-17,5,6.0,Web
398,CUST_0044,3,2026-01-17,1,15.0,Store
399,CUST_0044,4,2025-12-01,6,3.0,Catalog
400,CUST_0044,5,2025-12-01,9,5.0,Web
401,CUST_0044,6,2025-11-08,2,13.0,Store
402,CUST_0045,1,2026-01-11,3,71.37,Catalog
403,CUST_0045,1,2025-12-23,1,66.57,Store
404,CUST_0045,1,2025-12-27,4,87.73,Catalog
405,CUST_0045,1,2026-01-10,3,73.31,Web
406,CUST_0045,1,2026-01-13,1,87.17,Store
407,CUST_0045,1,2026-01-17,1,107.22,Catalog
408,CUST_0045,1,2026-01-19,3,94.77,Store
409,CUST_0045,1,2025-12-29,3,96.75,Web
410,CUST_0045,1,2026-01-06,2,98.0,Web
411,CUST_0045,1,2026-01-24,2,89.71,Store
412,CUST_0045,2,2026-01-15,5,50.0,Web
413,CUST_0045,3,2026-01-19,3,78.96,Store
414,CUST_0045,3,2026-01-18,3,78.86,Store
415,CUST_0045,3,2026-01-08,4,100.01,Catalog
416,CUST_0045,4,2026-01-17,2,50.0,Web
417,CUST_0045,5,2026-01-20,9,38.0,Web
418,CUST_0045,6,2026-01-23,2,38.0,Catalog
419,CUST_0046,1,2026-01-18,1,102.56,Store
420,CUST_0046,1,2026-01-04,3,69.44,Catalog
421,CUST_0046,1,2026-01-22,4,90.1,Store
422,CUST_0046,2,2025-12-31,5,19.0,Web
423,CUST_0046,3,2026-01-24,2,125.0,Catalog
424,CUST_0046,4,2026-01-01,8,37.0,Catalog
425,CUST_0046,5,2026-01-11,4,67.0,Catalog
426,CUST_0046,6,2026-01-12,3,14.0,Store
427,CUST_0047,1,2026-01-23,3,72.94,Store
428,CUST_0047,1,2026-01-23,4,88.97,Web
429,CUST_0047,1,2026-01-23,1,83.69,Store
430,CUST_0047,1,2026-01-23,4,85.87,Web
431,CUST_0047,1,2026-01-23,2,59.15,Web
432,CUST_0047,1,2026-01-23,3,98.82,Web
433,CUST_0047,1,2026-01-24,2,80.02,Catalog
434,CUST_0047,1,2026-01-24,2,61.9,Store
435,CUST_0047,2,2026-01-23,7,37.0,Store
436,CUST_0047,3,2026-01-23,2,65.8,Web
437,CUST_0047,3,2026-01-23,2,80.38,Catalog
438,CUST_0047,3,2026-01-23,3,80.16,Store
439,CUST_0047,3,2026-01-23,3,94.59,Catalog
440,CUST_0047,3,2026-01-24,3,98.61,Catalog
441,CUST_0047,3,2026-01-24,1,73.18,Catalog
442,CUST_0047,3,2026-01-23,3,76.67,Web
443,CUST_0047,3,2026-01-23,4,63.7,Store
444,CUST_0047,3,2026-01-23,4,91.75,Web
445,CUST_0047,4,2026-01-24,5,27.0,Catalog
446,CUST_0047,5,2026-01-24,4,72.92,Web
447,CUST_0047,5,2026-01-24,1,83.28,Web
448,CUST_0047,6,2026-01-23,1,32.0,Catalog
449,CUST_0048,1,2025-12-05,3,12.0,Store
450,CUST_0048,2,2026-01-22,1,6.0,Catalog
451,CUST_0048,3,2026-01-23,4,20.0,Catalog
452,CUST_0048,4,2026-01-11,7,30.0,Store
453,CUST_0048,5,2026-01-24,8,1.0,Store
454,CUST_0048,6,2025-12-17,1,3.0,Web
455,CUST_0049,1,2026-01-02,3,78.75,Catalog
456,CUST_0049,1,2025-12-15,1,98.38,Web
457,CUST_0049,1,2026-01-19,1,60.42,Web
458,CUST_0049,1,2026-01-16,2,61.44,Store
459,CUST_0049,1,2026-01-14,4,72.51,Store
460,CUST_0049,1,2025-12-14,3,64.62,Store
461,CUST_0049,2,2026-01-04,7,120.0,Web
462,CUST_0049,3,2025-12-24,2,73.37,Catalog
463,CUST_0049,3,2026-01-12,3,80.31,Catalog
464,CUST_0049,3,2026-01-09,4,65.7,Catalog
465,CUST_0049,3,2026-01-24,4,116.25,Store
466,CUST_0049,3,2025-12-07,1,109.51,Store
467,CUST_0049,3,2025-12-07,2,77.12,Store
468,CUST_0049,4,2025-12-29,7,156.0,Web
469,CUST_0049,5,2026-01-02,1,40.0,Catalog
470,CUST_0049,6,2025-12-19,2,93.37,Catalog
471,CUST_0049,6,2026-01-17,2,77.54,Store
472,CUST_0049,6,2025-12-02,1,56.9,Web
473,CUST_0050,1,2025-11-29,4,68.0,Catalog
474,CUST_0050,1,2025-12-11,1,77.07,Store
475,CUST_0050,1,2026-01-13,3,95.38,Store
476,CUST_0050,1,2025-11-29,3,92.94,Store
477,CUST_0050,2,2026-01-19,8,9.0,Store
478,CUST_0050,3,2025-12-26,2,124.0,Web
479,CUST_0050,4,2026-01-07,8,12.0,Store
480,CUST_0050,5,2026-01-22,1,24.0,Web
481,CUST_0050,6,2025-12-17,4,109.0,Web
482,CUST_0051,1,2026-01-20,4,98.96,Web
483,CUST_0051,1,2026-01-23,1,76.34,Web
484,CUST_0051,1,2026-01-01,1,69.34,Web
485,CUST_0051,1,2025-12-18,4,78.03,Web
486,CUST_0051,1,2026-01-16,1,70.23,Web
487,CUST_0051,1,2025-12-10,3,88.28,Catalog
488,CUST_0051,1,2025-12-11,4,96.84,Web
489,CUST_0051,1,2026-01-16,4,62.13,Web
490,CUST_0051,1,2026-01-01,4,64.23,Store
491,CUST_0051,1,2025-12-07,1,79.67,Web
492,CUST_0051,1,2025-12-04,4,100.19,Store
493,CUST_0051,1,2025-12-04,2,83.35,Store
494,CUST_0051,2,2026-01-04,4,51.0,Store
495,CUST_0051,3,2025-12-18,1,92.98,Store
496,CUST_0051,3,2026-01-14,2,78.52,Store
497,CUST_0051,3,2026-01-12,4,62.38,Web
498,CUST_0051,3,2026-01-04,2,87.55,Catalog
499,CUST_0051,3,2026-01-23,4,70.91,Web
500,CUST_0051,4,2025-12-02,6,92.53,Catalog
501,CUST_0051,4,2025-12-10,3,114.82,Catalog
502,CUST_0051,5,2026-01-22,4,120.0,Catalog
503,CUST_0051,6,2025-12-05,4,117.35,Catalog
504,CUST_0051,6,2025-12-29,2,78.82,Store
