customer_id,age,income,customer_days,recency,kidhome,teenhome,complain,total_children,marital_status,education_level
CUST_0043,24,7500.0,2756,24,0,0,False,0,Married,2n Cycle
CUST_0044,52,41728.0,2560,92,1,0,False,1,Together,Graduation
CUST_0045,66,72550.0,2757,39,1,1,False,2,Married,PhD
CUST_0046,63,65486.0,2207,29,0,1,False,1,Widow,Graduation
CUST_0047,56,79143.0,2846,2,0,0,False,0,Married,Master
CUST_0048,43,35790.0,2702,54,1,0,False,1,Single,Graduation
CUST_0049,43,82582.0,2181,54,0,0,False,0,Divorced,Graduation
CUST_0050,42,66373.0,2541,57,1,1,False,2,Married,Graduation
CUST_0051,65,82384.0,2746,55,0,0,False,0,Together,Master
CUST_0052,54,70287.0,2612,30,0,0,False,0,Divorced,Graduation
CUST_0053,32,27938.0,2221,31,1,0,False,1,Single,Graduation
CUST_0054,52,55954.0,2277,63,0,1,False,1,Married,PhD
CUST_0055,38,75777.0,2519,12,0,0,False,0,Single,Master
CUST_0056,45,66653.0,2819,18,1,1,False,2,Together,Graduation
CUST_0057,68,61823.0,2655,26,0,1,False,1,Single,Graduation
CUST_0058,69,67680.0,2542,8,0,1,False,1,Widow,PhD
CUST_0059,72,70666.0,2364,29,0,0,False,0,Together,Graduation
CUST_0060,49,25721.0,2563,75,1,0,False,1,Married,Graduation
CUST_0061,53,32474.0,2208,0,1,1,False,2,Together,Graduation
CUST_0062,41,88194.0,2261,19,0,1,False,1,Single,2n Cycle
CUST_0063,62,69096.0,2434,4,0,1,False,1,Together,Graduation
CUST_0064,50,74854.0,2606,90,1,2,False,3,Together,Graduation
CUST_0065,66,66991.0,2815,1,0,0,False,0,Married,Master
CUST_0066,61,65031.0,2628,29,0,1,False,1,Married,Graduation
CUST_0067,45,60631.0,2609,88,1,1,False,2,Married,PhD
CUST_0068,68,28332.0,2219,58,0,0,False,0,Married,Graduation
CUST_0069,43,40246.0,2716,68,1,0,False,1,Divorced,Graduation
CUST_0070,48,75251.0,2830,34,0,0,False,0,Married,Master
CUST_0071,44,75825.0,2784,40,0,0,False,0,Single,Graduation
CUST_0072,44,26326.0,2457,12,0,0,True,0,Together,2n Cycle
CUST_0073,55,56046.0,2702,9,0,0,False,0,Together,Graduation
CUST_0074,35,29760.0,2828,87,1,0,False,1,Single,Graduation
CUST_0075,51,26304.0,2530,5,1,0,False,1,Married,Graduation
CUST_0076,47,23559.0,2520,87,1,0,False,1,Married,2n Cycle
CUST_0077,57,38620.0,2573,56,0,0,False,0,Together,Master
CUST_0078,33,81361.0,2283,18,0,0,False,0,Divorced,Graduation
CUST_0079,60,29440.0,2481,95,1,1,False,2,Married,Graduation
CUST_0080,50,36138.0,2507,48,1,1,False,2,Married,Master
CUST_0081,63,50388.0,2191,3,0,1,False,1,Single,Graduation
CUST_0082,47,79593.0,2207,70,0,0,False,0,Married,Graduation
CUST_0083,53,54178.0,2318,79,0,1,False,1,Together,Graduation
CUST_0084,48,42394.0,2257,69,1,0,False,1,Single,Master
CUST_0085,50,23626.0,2195,84,1,0,False,1,Married,PhD
CUST_0086,37,30096.0,2197,30,1,0,False,1,Married,Graduation
CUST_0087,60,47916.0,2743,72,0,1,False,1,Widow,Graduation
CUST_0088,48,51813.0,2603,37,1,1,False,2,Divorced,Graduation
CUST_0089,69,78497.0,2369,44,0,0,False,0,Married,2n Cycle
CUST_0090,37,50150.0,2533,32,0,0,False,0,Married,PhD
CUST_0091,60,47823.0,2500,0,0,1,False,1,Single,2n Cycle
CUST_0092,61,34554.0,2250,43,0,1,False,1,Single,PhD
CUST_0093,41,85693.0,2594,59,0,1,False,1,Together,Graduation
CUST_0094,75,65846.0,2567,68,0,0,False,0,Married,PhD
CUST_0095,61,87195.0,2211,35,0,0,False,0,Married,Graduation
CUST_0096,41,24594.0,2360,94,1,0,False,1,Together,Basic
CUST_0097,56,49096.0,2437,15,1,1,False,2,Married,Graduation
CUST_0098,51,52413.0,2671,56,0,2,False,2,Married,Graduation
CUST_0099,42,38557.0,2716,17,1,0,False,1,Single,Graduation
CUST_0100,60,89058.0,2728,18,0,0,False,0,Married,Master
CUST_0101,41,77298.0,2398,46,0,1,False,1,Together,Graduation
CUST_0102,29,68126.0,2755,40,0,0,False,0,Single,PhD
CUST_0103,57,57288.0,2163,27,0,1,False,1,Together,Master
CUST_0104,29,86037.0,2702,95,0,0,False,0,Single,Graduation
CUST_0105,40,43974.0,2723,19,1,0,False,1,Married,PhD
CUST_0106,58,50785.0,2451,27,1,1,False,2,Single,Graduation
CUST_0107,50,90765.0,2315,25,0,0,False,0,Married,Graduation
CUST_0108,42,36550.0,2654,74,1,0,False,1,Married,2n Cycle
CUST_0109,53,30753.0,2512,85,1,1,False,2,Together,2n Cycle
CUST_0110,51,21918.0,2386,37,1,0,False,1,Together,Graduation
CUST_0111,67,56129.0,2533,65,0,1,False,1,Together,Master
CUST_0112,53,32557.0,2284,13,1,0,False,1,Single,Master
CUST_0113,35,19510.0,2457,63,2,0,False,2,Married,Master
CUST_0114,44,30992.0,2592,83,1,0,False,1,Divorced,Graduation
CUST_0115,37,101970.0,2633,69,0,0,False,0,Single,Graduation
CUST_0116,55,71488.0,2655,87,0,0,False,0,Together,2n Cycle
CUST_0117,36,79607.0,2593,37,0,0,False,0,Single,Graduation
CUST_0118,67,54348.0,2180,51,1,1,False,2,Married,Master
CUST_0119,64,77376.0,2209,72,1,1,False,2,Together,PhD
CUST_0120,68,62998.0,2431,10,0,1,False,1,Married,Graduation
CUST_0121,62,61331.0,2635,42,1,1,False,2,Single,Master
CUST_0122,51,73448.0,2298,10,0,0,False,0,Married,Graduation
CUST_0123,56,41551.0,2478,51,1,1,False,2,Married,PhD
CUST_0124,53,62981.0,2628,21,0,0,False,0,Together,PhD
CUST_0125,44,9548.0,2849,31,1,0,False,1,Divorced,Basic
CUST_0126,61,33762.0,2516,61,2,1,False,3,Married,PhD
CUST_0127,47,35860.0,2200,37,1,1,False,2,Single,PhD
CUST_0128,55,36921.0,2495,74,1,1,False,2,Divorced,PhD
CUST_0129,28,92859.0,2777,46,0,0,False,0,Single,Master
CUST_0130,44,65104.0,2386,4,0,1,False,1,Together,Master
CUST_0131,58,86111.0,2595,73,0,0,False,0,Married,Graduation
CUST_0132,46,68352.0,2464,47,0,1,False,1,Single,PhD
CUST_0133,32,41883.0,2626,13,1,0,False,1,Together,Graduation
CUST_0134,44,59809.0,2778,36,0,2,False,2,Married,Graduation
CUST_0135,45,23957.0,2768,47,1,0,False,1,Married,Graduation
CUST_0136,39,38547.0,2464,49,1,0,True,1,Together,Graduation
CUST_0137,47,35688.0,2835,94,2,1,False,3,Married,2n Cycle
CUST_0138,54,49605.0,2167,65,0,0,False,0,Married,Master
CUST_0139,67,59354.0,2225,59,0,2,False,2,Married,Master
CUST_0140,51,65747.0,2273,96,0,1,False,1,Married,Graduation
CUST_0141,48,46344.0,2721,28,0,1,False,1,Together,2n Cycle
CUST_0142,32,34176.0,2207,12,1,0,False,1,Single,Graduation
CUST_0143,68,61010.0,2787,57,0,1,False,1,Together,PhD
CUST_0144,71,69372.0,2654,10,0,0,False,0,Together,Graduation
CUST_0145,62,49967.0,2515,4,0,1,False,1,Single,Graduation
CUST_0146,42,60199.0,2449,49,1,2,False,3,Single,Graduation
CUST_0147,43,55375.0,2414,3,0,1,False,1,Together,Graduation
CUST_0148,65,80317.0,2472,64,0,0,False,0,Single,Graduation
CUST_0149,62,30523.0,2522,0,2,1,False,3,Single,Master
CUST_0150,75,70356.0,2760,20,0,0,False,0,Married,PhD
CUST_0151,36,23228.0,2334,91,1,0,False,1,Married,Graduation
CUST_0152,45,74165.0,2583,9,0,0,False,0,Divorced,PhD
CUST_0153,54,43482.0,2387,83,2,1,False,3,Together,Graduation
CUST_0154,67,62551.0,2382,27,0,0,False,0,Divorced,Graduation
CUST_0155,61,52332.0,2464,63,0,0,False,0,Divorced,Graduation
CUST_0156,32,66951.0,2398,46,0,0,False,0,Single,Graduation
CUST_0157,63,26091.0,2283,84,1,1,False,2,Together,Graduation
CUST_0158,55,33456.0,2228,58,1,1,False,2,Together,Graduation
CUST_0159,38,28718.0,2510,78,1,0,False,1,Married,Graduation
CUST_0160,50,50447.0,2228,4,2,0,False,2,Married,Graduation
CUST_0161,61,53537.0,2309,17,1,1,False,2,Together,PhD
CUST_0162,53,52074.0,2245,77,0,1,False,1,Single,Graduation
CUST_0163,45,80427.0,2814,56,0,1,False,1,Married,PhD
CUST_0164,72,83837.0,2719,79,0,0,False,0,Married,PhD
CUST_0165,50,38853.0,2196,90,1,1,False,2,Married,PhD
CUST_0166,61,38285.0,2164,96,2,1,False,3,Together,Graduation
CUST_0167,69,78497.0,2369,44,0,0,False,0,Married,2n Cycle
CUST_0168,44,51650.0,2208,81,0,1,False,1,Married,PhD
CUST_0169,32,16248.0,2209,77,1,0,False,1,Married,2n Cycle
CUST_0170,74,66835.0,2433,21,0,0,False,0,Married,Master
CUST_0171,36,30477.0,2317,16,1,0,False,1,Married,Master
CUST_0172,59,28249.0,2173,80,0,0,False,0,Married,Basic
CUST_0173,37,25271.0,2730,45,1,0,False,1,Married,Graduation
CUST_0174,50,32303.0,2272,63,0,1,False,1,Single,PhD
CUST_0175,54,61286.0,2490,34,0,1,False,1,Married,Graduation
CUST_0176,44,74068.0,2626,14,0,0,False,0,Married,Graduation
CUST_0177,56,45759.0,2650,13,1,1,False,2,Married,PhD
CUST_0178,42,24882.0,2817,52,1,0,False,1,Together,Basic
CUST_0179,31,66973.0,2567,98,0,0,False,0,Together,PhD
CUST_0180,32,38872.0,2554,93,1,0,False,1,Married,Graduation
CUST_0181,47,51148.0,2655,38,1,1,False,2,Married,Graduation
CUST_0182,43,31353.0,2341,24,1,1,False,2,Married,Graduation
CUST_0183,40,69661.0,2206,80,0,0,False,0,Married,Master
CUST_0184,66,80067.0,2442,82,0,0,False,0,Married,Graduation
CUST_0185,66,86718.0,2687,20,0,0,False,0,Married,Graduation
CUST_0186,47,46854.0,2249,81,1,1,False,2,Single,PhD
CUST_0187,68,69142.0,2159,50,0,1,False,1,Divorced,Graduation
CUST_0188,52,75922.0,2361,60,0,0,False,0,Single,Graduation
CUST_0189,42,63693.0,2417,63,0,1,False,1,Divorced,Graduation
CUST_0190,43,102160.0,2763,54,0,0,False,0,Together,PhD
CUST_0191,55,40637.0,2506,72,1,1,False,2,Single,PhD
CUST_0192,36,18890.0,2755,5,0,0,False,0,Single,Master
CUST_0193,32,29604.0,2362,88,1,0,False,1,Together,Graduation
CUST_0194,57,48721.0,2571,50,1,1,False,2,Divorced,Master
CUST_0195,54,44794.0,2180,99,0,1,False,1,Married,Graduation
CUST_0196,66,64497.0,2816,17,0,1,False,1,Divorced,Graduation
CUST_0197,64,46097.0,2614,11,0,1,False,1,Together,Graduation
CUST_0198,66,77972.0,2262,18,0,0,False,0,Together,Graduation
CUST_0199,52,44377.0,2791,70,1,1,False,2,Married,PhD
CUST_0200,46,46014.0,2683,21,1,1,False,2,Together,Master
CUST_0201,35,70951.0,2580,66,0,0,False,0,Married,Graduation
CUST_0202,43,41443.0,2248,79,1,0,False,1,Married,Graduation
CUST_0203,42,52195.0,2207,2,2,1,False,3,Single,2n Cycle
CUST_0204,72,83790.0,2385,81,0,0,False,0,Married,Master
CUST_0205,66,44551.0,2461,24,0,1,False,1,Widow,Master
CUST_0206,40,69508.0,2751,48,1,0,False,1,Together,Graduation
CUST_0207,32,45204.0,2238,93,1,0,False,1,Together,2n Cycle
CUST_0208,51,72460.0,2386,56,0,0,False,0,Married,Graduation
CUST_0209,50,77622.0,2235,3,0,2,False,2,Together,PhD
CUST_0210,40,30732.0,2699,44,1,0,False,1,Married,PhD
CUST_0211,58,63887.0,2818,38,0,1,False,1,Divorced,Graduation
CUST_0212,42,42011.0,2619,46,1,0,False,1,Together,Graduation
CUST_0213,44,51369.0,2771,84,0,1,False,1,Together,Graduation
CUST_0214,68,51537.0,2726,27,0,1,False,1,Divorced,Graduation
CUST_0215,48,79930.0,2849,72,0,0,False,0,Married,PhD
CUST_0216,34,34320.0,2292,66,1,0,False,1,Together,PhD
CUST_0217,54,37070.0,2625,30,1,1,False,2,Single,Graduation
CUST_0218,58,81975.0,2699,2,0,1,False,1,Divorced,2n Cycle
CUST_0219,49,38590.0,2569,65,1,0,False,1,Together,Graduation
CUST_0220,69,15033.0,2233,37,0,0,False,0,Single,Graduation
CUST_0221,55,62745.0,2622,89,0,1,False,1,Married,PhD
CUST_0222,45,22212.0,2361,49,1,0,False,1,Married,2n Cycle
CUST_0223,38,23661.0,2366,46,1,0,False,1,Together,Master
CUST_0224,62,79761.0,2427,32,0,1,False,1,Single,PhD
CUST_0225,47,7500.0,2344,54,1,0,False,1,Single,Graduation
CUST_0226,52,73455.0,2403,98,0,0,False,0,Widow,Graduation
CUST_0227,62,64961.0,2712,97,0,1,False,1,Together,Graduation
CUST_0228,49,22804.0,2492,75,1,0,False,1,Single,Graduation
CUST_0229,30,73687.0,2372,8,0,0,False,0,Married,Graduation
CUST_0230,62,61074.0,2840,37,0,1,False,1,Married,Graduation
CUST_0231,56,31686.0,2183,31,1,1,False,2,Married,PhD
CUST_0232,48,80134.0,2564,40,1,0,False,1,Married,Graduation
CUST_0233,67,75027.0,2695,74,0,1,False,1,Married,Graduation
CUST_0234,32,67546.0,2826,90,0,0,False,0,Married,PhD
CUST_0235,51,65176.0,2767,57,0,1,False,1,Together,Master
CUST_0236,45,31160.0,2445,59,1,0,False,1,Single,Master
CUST_0237,35,29938.0,2404,52,1,0,False,1,Single,Graduation
CUST_0238,46,102692.0,2609,5,0,0,False,0,Divorced,Graduation
CUST_0239,62,26490.0,2804,92,0,0,False,0,Together,2n Cycle
CUST_0240,53,75702.0,2828,77,1,1,False,2,Together,Graduation
CUST_0241,46,30899.0,2783,35,1,0,False,1,Single,PhD
CUST_0242,59,63342.0,2780,48,0,1,False,1,Together,PhD
CUST_0243,56,45989.0,2774,97,0,1,False,1,Single,Graduation
CUST_0244,56,18701.0,2549,95,1,1,False,2,Single,Graduation
CUST_0245,63,40737.0,2362,24,2,1,False,3,Single,PhD
CUST_0246,41,15287.0,2786,60,1,0,False,1,Divorced,Graduation
CUST_0247,52,69674.0,2562,46,0,2,False,2,Divorced,PhD
CUST_0248,50,44159.0,2171,85,1,0,False,1,Married,Master
CUST_0249,42,37717.0,2742,31,1,0,False,1,Married,PhD
CUST_0250,68,43776.0,2670,9,1,1,False,2,Together,Master
CUST_0251,54,38179.0,2631,30,1,1,False,2,Married,Master
CUST_0252,57,80124.0,2162,47,0,0,False,0,Married,Graduation
CUST_0253,50,38097.0,2781,70,1,1,False,2,Married,PhD
CUST_0254,50,72940.0,2534,13,0,0,False,0,Married,Graduation
CUST_0255,50,22070.0,2427,11,1,0,False,1,Together,Graduation
CUST_0256,67,69267.0,2804,31,0,0,False,0,Single,Graduation
CUST_0257,37,31788.0,2260,15,1,0,True,1,Single,Master
CUST_0258,45,61905.0,2304,2,0,1,False,1,Together,PhD
CUST_0259,60,29315.0,2243,55,1,1,False,2,Married,Graduation
CUST_0260,57,33378.0,2667,38,1,1,False,2,Divorced,Graduation
CUST_0261,57,66313.0,2445,86,0,1,False,1,Together,PhD
CUST_0262,64,60714.0,2687,56,0,0,False,0,Single,Graduation
CUST_0263,39,77882.0,2219,29,0,0,False,0,Together,Master
CUST_0264,34,69867.0,2612,30,0,0,False,0,Single,PhD
CUST_0265,52,63841.0,2593,64,0,1,False,1,Divorced,Master
CUST_0266,39,24480.0,2662,46,1,0,False,1,Married,Basic
CUST_0267,44,51369.0,2771,84,0,1,False,1,Together,Graduation
CUST_0268,74,37760.0,2826,20,0,0,False,0,Together,Graduation
CUST_0269,46,65640.0,2279,74,0,1,False,1,Together,PhD
CUST_0270,45,44319.0,2232,18,1,1,False,2,Married,Master
CUST_0271,46,30631.0,2511,75,1,0,False,1,Married,Graduation
CUST_0272,68,75278.0,2675,17,0,0,False,0,Together,Graduation
CUST_0273,64,50898.0,2696,88,1,1,False,2,Together,Master
CUST_0274,54,79946.0,2207,19,0,0,False,0,Widow,Graduation
CUST_0275,71,35416.0,2540,62,0,0,False,0,Divorced,Master
CUST_0276,36,32414.0,2519,11,0,0,False,0,Together,2n Cycle
CUST_0277,51,38361.0,2343,74,1,0,False,1,Together,Graduation
CUST_0278,40,82497.0,2765,32,0,0,False,0,Married,Graduation
CUST_0279,49,16626.0,2324,76,2,0,False,2,Together,Graduation
CUST_0280,55,29672.0,2633,6,1,1,False,2,Together,Graduation
CUST_0281,68,55951.0,2834,62,0,1,False,1,Together,Master
CUST_0282,32,35388.0,2638,20,1,0,False,1,Divorced,2n Cycle
CUST_0283,34,42386.0,2691,43,1,0,False,1,Together,Master
CUST_0284,38,68627.0,2692,45,0,0,False,0,Single,Graduation
CUST_0285,55,57912.0,2263,34,0,1,False,1,Divorced,PhD
CUST_0286,62,35246.0,2233,53,1,1,False,2,Divorced,Graduation
CUST_0287,64,58821.0,2419,44,0,1,False,1,Together,2n Cycle
CUST_0288,42,46377.0,2279,89,1,0,False,1,Married,PhD
CUST_0289,32,39747.0,2236,43,1,0,False,1,Single,Graduation
CUST_0290,36,23976.0,2343,68,1,0,False,1,Together,Graduation
CUST_0291,59,80950.0,2617,44,0,0,False,0,Married,Master
CUST_0292,54,27038.0,2808,64,0,0,False,0,Widow,Graduation
CUST_0293,73,77457.0,2275,85,0,0,False,0,Single,Graduation
CUST_0294,56,64100.0,2451,93,0,1,False,1,Married,Master
CUST_0295,28,42670.0,2587,12,0,0,False,0,Together,Master
CUST_0296,44,12571.0,2321,86,1,0,False,1,Divorced,Graduation
CUST_0297,53,22574.0,2403,28,2,1,False,3,Married,Graduation
CUST_0298,44,70893.0,2667,42,0,0,False,0,Single,Master
CUST_0299,54,54198.0,2353,13,1,1,False,2,Married,Graduation
CUST_0300,64,28839.0,2269,86,1,1,False,2,Together,Master
CUST_0301,48,40321.0,2494,59,1,1,False,2,Married,Graduation
CUST_0302,35,66503.0,2843,30,1,0,False,1,Single,Graduation
CUST_0303,69,30833.0,2507,33,1,1,False,2,Married,Graduation
CUST_0304,49,64795.0,2687,23,0,1,False,1,Married,Graduation
CUST_0305,46,34421.0,2522,81,1,0,False,1,Married,Graduation
CUST_0306,55,47025.0,2299,6,1,1,False,2,Divorced,PhD
CUST_0307,59,64325.0,2666,41,0,1,False,1,Divorced,PhD
CUST_0308,67,40464.0,2693,78,0,1,False,1,Single,Graduation
CUST_0309,63,62187.0,2518,49,0,0,False,0,Married,Graduation
CUST_0310,44,14849.0,2521,39,1,0,False,1,Divorced,PhD
CUST_0311,36,27255.0,2393,3,1,0,False,1,Married,Graduation
CUST_0312,70,54432.0,2575,37,2,1,False,3,Married,PhD
CUST_0313,34,29999.0,2660,22,1,0,False,1,Single,PhD
CUST_0314,37,24072.0,2598,79,1,0,False,1,Single,Graduation
CUST_0315,31,33996.0,2450,46,0,0,False,0,Single,PhD
CUST_0316,64,66334.0,2611,82,0,1,False,1,Married,PhD
CUST_0317,49,35178.0,2694,10,1,0,False,1,Married,Master
CUST_0318,37,22010.0,2523,51,1,0,False,1,Together,Graduation
CUST_0319,60,62204.0,2814,38,0,2,False,2,Divorced,Graduation
CUST_0320,52,75693.0,2729,10,0,0,False,0,Divorced,Graduation
CUST_0321,48,30675.0,2753,14,1,0,False,1,Married,Graduation
CUST_0322,55,83003.0,2642,18,0,0,False,0,Together,Graduation
CUST_0323,32,68655.0,2847,95,0,0,False,0,Single,Graduation
CUST_0324,34,41411.0,2363,11,0,0,False,0,Divorced,Graduation
CUST_0325,51,55212.0,2742,65,0,1,False,1,Married,PhD
CUST_0326,70,59292.0,2540,71,0,1,False,1,Together,PhD
CUST_0327,47,27190.0,2477,13,1,0,False,1,Together,Basic
CUST_0328,68,82623.0,2390,58,0,0,False,0,Divorced,Graduation
CUST_0329,55,44300.0,2530,65,1,1,False,2,Married,Graduation
CUST_0330,50,84835.0,2172,0,0,0,False,0,Divorced,Graduation
CUST_0331,49,30372.0,2710,33,1,1,False,2,Widow,Graduation
CUST_0332,44,33181.0,2336,90,1,0,False,1,Married,Master
CUST_0333,63,71113.0,2353,95,0,1,False,1,Married,Graduation
CUST_0334,34,71952.0,2694,93,1,0,False,1,Married,Graduation
CUST_0335,54,69759.0,2403,38,0,0,False,0,Single,PhD
CUST_0336,46,72099.0,2769,18,0,0,False,0,Married,Graduation
CUST_0337,44,60000.0,2713,57,0,1,False,1,Single,PhD
CUST_0338,42,38643.0,2371,45,1,1,True,2,Single,Graduation
CUST_0339,65,50737.0,2573,61,0,1,False,1,Married,Graduation
CUST_0340,51,68462.0,2723,6,0,0,False,0,Married,PhD
CUST_0341,77,65073.0,2472,65,0,0,True,0,Married,Master
CUST_0342,72,46681.0,2423,52,0,2,False,2,Together,PhD
CUST_0343,63,78618.0,2798,87,0,0,False,0,Married,Graduation
CUST_0344,51,62187.0,2258,38,0,1,False,1,Widow,PhD
CUST_0345,42,28442.0,2284,53,2,0,False,2,Married,Graduation
CUST_0346,42,37717.0,2742,31,1,0,False,1,Married,PhD
CUST_0347,53,51479.0,2707,67,1,1,False,2,Married,Graduation
CUST_0348,51,54803.0,2836,65,0,1,False,1,Single,Graduation
CUST_0349,60,79530.0,2567,64,0,0,False,0,Married,Graduation
CUST_0350,44,31615.0,2629,82,1,0,False,1,Divorced,Graduation
CUST_0351,58,72025.0,2748,27,0,0,False,0,Together,Graduation
CUST_0352,45,52614.0,2734,63,0,1,False,1,Single,PhD
CUST_0353,36,35684.0,2227,66,1,0,False,1,Married,2n Cycle
CUST_0354,45,48178.0,2768,69,1,1,False,2,Married,Graduation
CUST_0355,50,29548.0,2463,52,1,0,False,1,Single,Master
CUST_0356,54,63810.0,2754,45,0,1,False,1,Single,Graduation
CUST_0357,48,38578.0,2531,2,1,1,False,2,Single,PhD
CUST_0358,45,46098.0,2839,86,1,1,False,2,Single,Master
CUST_0359,50,22585.0,2627,23,0,0,False,0,Single,Graduation
CUST_0360,31,30279.0,2705,13,1,0,False,1,Single,Graduation
CUST_0361,59,66426.0,2429,14,0,1,False,1,Together,PhD
CUST_0362,51,30822.0,2539,92,1,0,False,1,Single,Graduation
CUST_0363,51,33581.0,2696,38,2,0,False,2,Married,PhD
CUST_0364,35,19986.0,2386,74,1,0,False,1,Married,Graduation
CUST_0365,66,27421.0,2723,14,0,0,False,0,Widow,Graduation
CUST_0366,47,35688.0,2835,94,2,1,False,3,Married,2n Cycle
CUST_0367,39,36143.0,2250,33,1,0,False,1,Single,Master
CUST_0368,49,10245.0,2569,32,1,0,False,1,Single,Graduation
CUST_0369,52,43795.0,2415,11,0,1,False,1,Together,Master
CUST_0370,60,63381.0,2791,78,0,1,False,1,Together,Graduation
CUST_0371,71,38823.0,2827,56,0,1,False,1,Together,Graduation
CUST_0372,52,83664.0,2576,57,1,1,False,2,Divorced,PhD
CUST_0373,41,90300.0,2336,7,0,0,False,0,Together,Graduation
CUST_0374,41,62499.0,2361,0,1,0,False,1,Together,Master
CUST_0375,27,74293.0,2215,66,0,0,False,0,Single,Graduation
CUST_0376,74,51012.0,2596,86,0,0,False,0,Married,PhD
CUST_0377,52,70777.0,2283,80,0,1,False,1,Married,Master
CUST_0378,29,68682.0,2425,56,0,0,False,0,Together,PhD
CUST_0379,49,43824.0,2811,18,1,1,False,2,Married,Graduation
CUST_0380,36,15345.0,2826,51,1,0,False,1,Together,Graduation
CUST_0381,33,23442.0,2711,71,1,0,False,1,Single,Graduation
CUST_0382,40,14515.0,2756,71,1,0,False,1,Together,2n Cycle
CUST_0383,64,31395.0,2622,80,1,1,False,2,Divorced,2n Cycle
CUST_0384,55,75276.0,2799,2,0,0,False,0,Together,Graduation
CUST_0385,46,42373.0,2477,83,1,1,False,2,Single,Graduation
CUST_0386,60,30507.0,2634,29,0,0,False,0,Together,Graduation
CUST_0387,65,55521.0,2409,11,1,2,False,3,Single,PhD
CUST_0388,55,48006.0,2179,55,1,1,False,2,Married,Graduation
CUST_0389,48,27213.0,2827,19,1,0,False,1,Single,PhD
CUST_0390,49,65808.0,2189,1,1,1,False,2,Divorced,PhD
CUST_0391,46,30351.0,2547,19,1,0,False,1,Together,PhD
CUST_0392,57,50437.0,2779,28,0,2,False,2,Married,Graduation
CUST_0393,38,23616.0,2748,76,1,0,False,1,Single,2n Cycle
CUST_0394,44,53858.0,2756,50,0,1,False,1,Married,Graduation
CUST_0395,65,66465.0,2615,1,0,1,False,1,Married,PhD
CUST_0396,33,46923.0,2835,90,1,0,False,1,Single,Graduation
CUST_0397,58,75072.0,2681,83,0,1,False,1,Together,Graduation
CUST_0398,77,75865.0,2249,73,0,0,False,0,Married,PhD
