fact_software_sales_id,product_sk,country_sk,price_category_sk,rating_category_sk,popularity_category_sk,price_usd,price_numeric,currency,product_star_rating,product_num_ratings,popularity_weighted_score,price_efficiency,popularity_percentile,page,rank
117,117,2,4.0,3,4,189.99,189.99,USD,4.2,924.0,28.685133697552185,0.02210526315789474,4.815258741987597,1,17
118,118,2,3.0,4,5,57.0,57.0,USD,4.7,1157.0,33.15591339322482,0.08244167689878969,6.0294960654541665,1,18
119,119,2,2.0,3,5,21.99,21.99,USD,4.1,5844.0,35.56070168301529,0.18636363636363634,30.454948147376097,1,19
120,120,2,3.0,3,5,69.99,69.99,USD,4.3,2830.0,34.178056725981165,0.06142857142857142,14.748032727083224,1,20
121,121,2,4.0,3,5,119.99,119.99,USD,4.4,4911.0,37.39752046723871,0.03666666666666667,25.592787534524987,1,21
122,122,2,1.0,3,4,2.99,2.99,USD,4.0,316.0,23.03560709550912,1.3333333333333333,1.6467767992078794,1,22
123,123,2,2.0,3,5,24.99,24.99,USD,4.3,1776.0,32.175531861065,0.172,9.25530251706707,1,23
124,124,2,2.0,2,5,29.99,29.99,USD,3.9,5890.0,33.856606061934585,0.13,30.694668820678512,1,24
125,125,2,4.0,3,5,104.99,104.99,USD,4.4,6483.0,38.61920868456449,0.04190476190476191,33.78498097868571,1,25
126,126,2,3.0,3,5,44.99,44.99,USD,4.2,2531.0,32.91441208970908,0.09333333333333334,13.189848350617542,1,26
127,127,2,2.0,3,5,19.99,19.99,USD,4.3,1271.0,30.73788669877029,0.215,6.623586429725363,1,27
128,128,2,3.0,2,4,41.99,41.99,USD,3.7,405.0,22.22350669052641,0.0880952380952381,2.1105841888582,1,28
129,129,2,4.0,2,2,249.99,249.99,USD,3.9,35.0,13.975723859978828,0.0156,0.18239616446922716,1,29
130,130,2,2.0,4,5,29.0,29.0,USD,4.7,1157.0,33.15591339322482,0.16201309893140295,6.0294960654541665,1,30
131,131,2,3.0,3,5,49.99,49.99,USD,4.2,4631.0,35.45112488086189,0.084,24.133618218771172,1,31
132,132,2,2.0,2,5,29.99,29.99,USD,3.6,1441.0,26.18563074424162,0.12000000000000001,7.509510657147324,1,32
133,133,2,2.0,3,5,29.99,29.99,USD,4.2,2865.0,33.43482495523009,0.14,14.930428891552452,1,33
134,134,2,4.0,3,5,129.99,129.99,USD,4.4,2854.0,35.01003933719649,0.03384615384615385,14.873104382719266,1,34
135,135,2,4.0,3,5,146.18,146.18,USD,4.0,2010.0,30.42554955909061,0.02736165264381969,10.474751159518474,1,35
136,136,2,2.0,3,5,17.99,17.99,USD,4.3,3060.0,34.51393683746527,0.23888888888888887,15.94663609359529,1,36
137,137,2,2.0,3,4,12.99,12.99,USD,4.1,964.0,28.17572521548984,0.3153846153846154,5.023711501380999,1,37
138,138,2,3.0,3,5,39.99,39.99,USD,4.2,2195.0,32.31644977104357,0.10500000000000001,11.438845171712961,1,38
139,139,2,2.0,2,5,29.95,29.95,USD,3.7,1204.0,26.248668929921596,0.12349799732977303,6.274428057741415,1,39
140,140,2,2.0,3,5,29.99,29.99,USD,4.2,1882.0,31.670610420360042,0.14,9.807702329459586,1,40
141,141,2,3.0,3,5,56.69,56.69,USD,4.4,16323.0,42.681723464713066,0.07760141093474428,85.06435978946271,1,41
142,142,2,4.0,3,5,239.88,239.88,USD,4.2,1150.0,29.60322291663191,0.017508024511234316,5.993016832560321,1,42
143,143,2,3.0,3,5,63.95,63.95,USD,4.1,5755.0,35.497792078829754,0.0641025641025641,29.99114075772578,1,43
144,144,2,3.0,3,4,39.99,39.99,USD,4.1,830.0,27.562782158907336,0.1025,4.325394757413101,1,44
145,145,2,2.0,3,5,29.99,29.99,USD,4.2,11030.0,39.09555203387141,0.14,57.480848402730736,1,45
146,146,2,4.0,3,4,229.99,229.99,USD,4.1,987.0,28.272299060766258,0.017826086956521738,5.143571838032206,1,46
147,147,2,2.0,2,5,19.99,19.99,USD,3.9,1138.0,27.44783325744401,0.195,5.9304810047423,1,47
148,148,2,3.0,3,5,39.99,39.99,USD,4.4,1245.0,31.361852277128555,0.11000000000000001,6.488092136119652,1,48
149,149,2,2.0,2,5,19.99,19.99,USD,3.7,3092.0,29.73651805893476,0.185,16.11339830111001,1,49
150,150,2,3.0,4,4,32.99,32.99,USD,4.5,309.0,25.814575338656365,0.13636363636363635,1.610297566314034,1,50
151,151,2,2.0,3,4,19.99,19.99,USD,4.3,425.0,26.034089188958294,0.215,2.2148105685549013,2,51
152,152,2,3.0,3,5,59.99,59.99,USD,4.4,1907.0,33.23676774883622,0.07333333333333333,9.937985304080463,2,52
153,153,2,3.0,3,4,39.99,39.99,USD,4.1,477.0,25.29540400321497,0.1025,2.4857991557663244,2,53
154,154,2,3.0,3,4,34.99,34.99,USD,4.2,693.0,27.47838223412858,0.12000000000000001,3.611444056490698,2,54
155,155,2,4.0,3,3,144.99,144.99,USD,4.3,107.0,20.133164276634144,0.0296551724137931,0.5576111313773515,2,55
156,156,2,2.0,3,5,24.99,24.99,USD,4.2,11030.0,39.09555203387141,0.168,57.480848402730736,2,56
157,157,2,3.0,3,5,74.99,74.99,USD,4.2,2531.0,32.91441208970908,0.056,13.189848350617542,2,57
158,158,2,3.0,3,4,78.99,78.99,USD,4.2,660.0,27.273766127377083,0.053164556962025315,3.439470529991141,2,58
159,159,2,3.0,3,5,43.49,43.49,USD,4.4,6483.0,38.61920868456449,0.10114942528735633,33.78498097868571,2,59
160,160,2,3.0,3,4,51.99,51.99,USD,4.3,744.0,28.437552139032107,0.08269230769230769,3.877221324717286,2,60
161,161,2,2.0,3,4,26.99,26.99,USD,4.2,479.0,25.929901636388134,0.15555555555555556,2.4962217937359945,2,61
162,162,2,3.0,2,4,99.99,99.99,USD,3.7,437.0,22.504209968392853,0.037000000000000005,2.2773463963729217,2,62
163,163,2,2.0,3,5,14.99,14.99,USD,4.0,2085.0,30.572014542242872,0.26666666666666666,10.865600083381104,2,63
164,164,2,3.0,3,3,43.49,43.49,USD,4.1,159.0,20.808212642458688,0.09425287356321839,0.8285997185887748,2,64
165,165,2,3.0,3,5,74.99,74.99,USD,4.4,3676.0,36.1233509177256,0.05866666666666667,19.15680858825369,2,65
166,166,2,3.0,3,5,63.99,63.99,USD,4.2,1222.0,29.858060969886125,0.065625,6.368231799468445,2,66
167,167,2,2.0,3,5,14.99,14.99,USD,4.1,1688.0,30.470756858911976,0.2733333333333333,8.796706446401585,2,67
168,168,2,3.0,3,3,59.0,59.0,USD,4.2,125.0,20.312384009196208,0.0711743772241993,0.6514148731043827,2,68
169,169,2,3.0,3,5,69.99,69.99,USD,4.4,11065.0,40.971183543215446,0.06285714285714286,57.66324456719995,2,69
170,170,2,3.0,3,5,39.99,39.99,USD,4.4,1245.0,31.361852277128555,0.11000000000000001,6.488092136119652,2,70
171,171,2,3.0,2,5,39.99,39.99,USD,3.8,3805.0,31.328469381853157,0.095,19.82906873729741,2,71
172,172,2,3.0,3,4,39.99,39.99,USD,4.4,975.0,30.287235380217606,0.11000000000000001,5.081036010214185,2,72
173,173,2,3.0,3,5,99.99,99.99,USD,4.2,1222.0,29.858060969886125,0.042,6.368231799468445,2,73
174,174,2,2.0,3,5,19.99,19.99,USD,4.0,2462.0,31.23654159248215,0.2,12.830267340663923,2,74
175,175,2,3.0,2,3,69.99,69.99,USD,3.7,157.0,18.73160162219978,0.05285714285714286,0.8181770806191048,2,75
176,176,2,3.0,3,4,69.99,69.99,USD,4.0,795.0,26.718396743377532,0.05714285714285714,4.142998592943874,2,76
177,177,2,4.0,3,5,119.99,119.99,USD,4.4,4911.0,37.39752046723871,0.03666666666666667,25.592787534524987,2,77
178,178,2,3.0,2,4,59.99,59.99,USD,3.6,206.0,19.197787655755327,0.060000000000000005,1.0735317108760227,2,78
179,179,2,2.0,2,3,13.88,13.88,USD,3.2,133.0,15.673087359842917,0.23038156947444205,0.6931054249830632,2,79
180,180,2,3.0,3,4,49.99,49.99,USD,4.1,319.0,23.65011608275446,0.08199999999999999,1.6624107561623847,2,80
181,181,2,2.0,3,5,29.99,29.99,USD,4.1,2921.0,32.71809672847364,0.13666666666666666,15.222262754703214,2,81
182,182,2,2.0,3,4,24.99,24.99,USD,4.2,291.0,23.842365969526785,0.168,1.516493824587003,2,82
183,183,2,3.0,3,4,84.99,84.99,USD,4.0,795.0,26.718396743377532,0.047058823529411764,4.142998592943874,2,83
184,184,2,3.0,3,5,43.49,43.49,USD,4.3,1014.0,29.767368733346316,0.09885057471264368,5.284277450622753,2,84
185,185,2,3.0,4,4,84.99,84.99,USD,4.5,428.0,27.276556135176076,0.052941176470588235,2.230444525509406,2,85
186,186,2,3.0,3,5,64.39,64.39,USD,4.4,1226.0,31.294240756728012,0.06832298136645963,6.389077075407785,2,86
187,187,2,3.0,2,3,56.99,56.99,USD,3.3,83.0,14.621695436182934,0.05789473684210526,0.4325394757413102,2,87
188,188,2,4.0,4,2,374.99,374.99,USD,4.5,42.0,16.925400520621032,0.012,0.21887539736307257,2,88
189,189,2,2.0,2,4,16.0,16.0,USD,3.7,853.0,24.97474541701771,0.23110555902560898,4.445255094064308,2,89
190,190,2,3.0,3,4,74.99,74.99,USD,4.1,904.0,27.912533269169693,0.05466666666666666,4.711032362290895,2,90
191,191,2,3.0,4,2,39.99,39.99,USD,4.5,19.0,13.480795230992959,0.1125,0.09901506071186618,2,91
192,192,2,2.0,2,3,13.99,13.99,USD,3.2,154.0,16.13896037414159,0.2285714285714286,0.8025431236645996,2,92
193,193,2,3.0,3,3,59.89,59.89,USD,4.2,178.0,21.78702038453117,0.07011686143572622,0.9276147793006411,2,93
194,194,2,3.0,3,4,49.99,49.99,USD,4.2,509.0,26.18452504801716,0.084,2.6525613632810465,2,94
195,195,2,2.0,2,4,11.99,11.99,USD,3.3,217.0,17.768833707203992,0.27499999999999997,1.1308562197092082,2,95
196,196,2,3.0,3,4,39.99,39.99,USD,4.3,901.0,29.25984243626928,0.1075,4.695398405336391,2,96
197,197,2,2.0,2,5,11.99,11.99,USD,3.4,1420.0,24.680994835530143,0.2833333333333333,7.400072958465788,2,97
198,198,2,4.0,3,5,119.99,119.99,USD,4.4,3536.0,35.95255043250412,0.03666666666666667,18.42722393037678,2,98
199,199,2,2.0,2,2,29.95,29.95,USD,3.8,46.0,14.630560886498222,0.1268357810413885,0.2397206733024128,2,99
200,200,3,4.0,3,4,169.99,169.99,USD,4.1,570.0,26.02429575958964,0.02411764705882353,2.970451821355985,1,1
201,201,3,3.0,3,4,34.99,34.99,USD,4.1,387.0,24.44012189245542,0.11714285714285713,2.0167804471311688,1,2
202,202,3,3.0,4,5,44.99,44.99,USD,4.6,1721.0,34.27571175094331,0.10222222222222221,8.968679972901143,1,3
203,203,3,2.0,3,4,29.99,29.99,USD,4.1,611.0,26.308602358300536,0.13666666666666666,3.1841158997342225,1,4
204,204,3,4.0,3,4,109.99,109.99,USD,4.1,570.0,26.02429575958964,0.03727272727272727,2.970451821355985,1,5
205,205,3,2.0,2,3,24.99,24.99,USD,3.9,193.0,20.54464682034698,0.156,1.0057845640731669,1,6
206,130,3,3.0,4,5,38.0,38.0,USD,4.7,1142.0,33.09463481983561,0.12365167061299659,5.9513262806816405,1,7
207,118,3,3.0,4,5,75.0,75.0,USD,4.7,1142.0,33.09463481983561,0.06265831222503666,5.9513262806816405,1,8
208,206,3,3.0,3,4,34.99,34.99,USD,4.0,522.0,25.038325856259693,0.11428571428571428,2.7203085100839024,1,9
209,207,3,3.0,3,4,40.0,40.0,USD,4.2,228.0,22.82163241492781,0.10497375656085979,1.188180728542394,1,10
210,208,3,4.0,3,3,189.99,189.99,USD,4.0,50.0,15.727302530897303,0.021052631578947368,0.2605659492417531,1,11
211,209,3,2.0,3,3,24.99,24.99,USD,4.2,112.0,19.85502883859183,0.168,0.583667726301527,1,12
212,210,3,2.0,4,2,29.0,29.0,USD,4.8,12.0,12.311756915815376,0.1654601861427094,0.06253582781802074,1,13
213,211,3,2.0,3,4,26.99,26.99,USD,4.0,424.0,24.20835667569767,0.14814814814814814,2.2095992495700663,1,14
214,212,3,2.0,2,3,14.99,14.99,USD,3.9,121.0,18.7356820744597,0.26,0.6305695971650425,1,15
215,213,3,2.0,2,3,19.99,19.99,USD,3.9,179.0,20.252531718471822,0.195,0.9328260982854761,1,16
216,214,3,4.0,3,2,144.99,144.99,USD,4.2,36.0,15.165855233105743,0.028965517241379312,0.18760748345406222,1,17
217,114,3,3.0,3,5,54.95,54.95,USD,4.1,4732.0,34.695489572615614,0.07459970887918485,24.65996143623951,1,18
218,215,3,3.0,3,3,39.99,39.99,USD,4.4,167.0,22.545441509374342,0.11000000000000001,0.8702902704674553,1,19
219,216,3,2.0,3,4,24.99,24.99,USD,4.0,424.0,24.20835667569767,0.16,2.2095992495700663,1,20
220,217,3,4.0,3,3,144.97,144.97,USD,4.3,149.0,21.545731764613897,0.029659263346668508,0.7764865287404242,1,21
221,218,3,4.0,1,2,259.99,259.99,USD,2.6,20.0,7.9157583380809005,0.01,0.10422637969670125,1,22
